originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_2016,regionflow_2017,regionflow_2018,origin_iso,origin_name,destination_iso,destination_name,countryflow_2016,countryflow_2017,countryflow_2018
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,UZB,Uzbekistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,ARM,Armenia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,AZE,Azerbaijan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,BLR,Belarus,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,GEO,Georgia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,RUS,Russia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,KOR,South Korea,UKR,Ukraine,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,KGZ,Kyrgyzstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,TKM,Turkmenistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,KAZ,Kazakhstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,MDA,Moldova,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,TJK,Tajikistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,UZB,Uzbekistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,ARM,Armenia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,AZE,Azerbaijan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,BLR,Belarus,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,GEO,Georgia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,RUS,Russia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,VNM,Vietnam,UKR,Ukraine,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,KGZ,Kyrgyzstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,TKM,Turkmenistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,KAZ,Kazakhstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,MDA,Moldova,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,TJK,Tajikistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,UZB,Uzbekistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,ARM,Armenia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,AZE,Azerbaijan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,BLR,Belarus,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,GEO,Georgia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,RUS,Russia,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,MMR,Myanmar,UKR,Ukraine,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,KGZ,Kyrgyzstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,TKM,Turkmenistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,KAZ,Kazakhstan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,MDA,Moldova,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,TJK,Tajikistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,UZB,Uzbekistan,0,0,0
7,SE Asia,4,Fmr USSR,0,0,0,AUS,Australia,ARM,Armenia,0,0,0
